song_name,artist_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
What I Got,Sublime,20,171066,0.0172,0.795,0.706,0.000384,7,0.326,-7.494,1,0.101,95.593,4,0.623
Ain't Nobody,Chaka Khan,71,280853,0.189,0.799,0.878,0.000105,1,0.14,-7.109,1,0.0434,104.284,4,0.816
The Middle,Jimmy Eat World,38,165853,0.0385,0.618,0.861,0,2,0.0604,-4.669,1,0.0552,162.147,4,0.881
Party In The U.S.A.,Miley Cyrus,76,202066,0.00124,0.454,0.708,0.000181,10,0.0679,-4.526,0,0.0675,192.18,4,0.483
Mr. Brightside,The Killers,80,222586,0.00108,0.33,0.936,0,1,0.0926,-3.66,1,0.0917,148.112,4,0.234
Firework,Katy Perry,37,227893,0.141,0.638,0.832,0,8,0.113,-5.039,1,0.049,124.071,4,0.648
Dirty Little Secret,The All-American Rejects,70,193653,0.0004,0.453,0.942,2.65E-06,10,0.667,-4.256,1,0.0466,143.85,4,0.457
Don't Stop The Music,Rihanna,79,267080,0.0336,0.835,0.669,6.92E-05,6,0.0535,-5.582,0,0.0643,122.668,4,0.542
Hey There Delilah,Plain White T's,79,232533,0.872,0.657,0.291,0,2,0.114,-10.572,1,0.0293,103.973,4,0.298
Stacy's Mom,Fountains Of Wayne,75,197986,0.0021,0.774,0.75,1.85E-05,11,0.0808,-4.927,0,0.0413,118.015,4,0.925
Just Dance,Lady Gaga,68,241933,0.0337,0.822,0.753,1.76E-05,1,0.218,-4.499,0,0.0332,118.982,4,0.709
She Will Be Loved,Maroon 5,75,257133,0.0596,0.706,0.713,0,0,0.132,-5.512,0,0.0301,102.037,4,0.544
Down,Jay Sean,69,212106,0.0149,0.663,0.693,0,11,0.0778,-4.505,0,0.0311,66.002,4,0.71
Put Your Records On,Corinne Bailey Rae,78,215360,0.167,0.739,0.511,1.34E-06,9,0.133,-7.844,1,0.0362,96.038,4,0.542
Gives You Hell,The All-American Rejects,71,213106,0.0156,0.714,0.725,0,4,0.0726,-6.411,1,0.0402,99.988,4,0.59
Hips Don't Lie,Shakira,84,218093,0.284,0.778,0.824,0,10,0.405,-5.892,0,0.0712,100.024,4,0.756
Gold Digger,Kanye West,81,207626,0.0223,0.638,0.699,0,1,0.0917,-5.54,0,0.384,92.939,4,0.66
Baby,Justin Bieber,74,214240,0.0544,0.656,0.841,0,5,0.122,-5.183,0,0.232,65.024,4,0.522
I Kissed A Girl,Katy Perry,63,179640,0.00223,0.699,0.76,0,5,0.132,-3.173,1,0.0677,129.996,4,0.696
I'm A Believer - Radio Edit,Smash Mouth,61,183400,0.0194,0.562,0.967,1.10E-06,6,0.525,-3.467,1,0.0637,82.388,4,0.869
Umbrella,Rihanna,82,275986,0.00864,0.583,0.829,0,1,0.0426,-4.603,1,0.134,174.028,4,0.575
Hollaback Girl,Gwen Stefani,73,199906,0.344,0.918,0.918,5.35E-06,10,0.0243,-2.218,0,0.0954,110.024,4,0.882
Harder To Breathe,Maroon 5,59,173693,0.0506,0.662,0.908,0,1,0.0508,-4.764,0,0.0449,149.941,4,0.967
Back To Black,Amy Winehouse,81,240440,0.123,0.49,0.725,2.68E-05,10,0.0983,-3.304,1,0.0392,123.28,4,0.335
It Wasn't Me,Shaggy,70,227600,0.045,0.852,0.616,0,0,0.321,-4.728,1,0.0747,94.758,4,0.685
Poker Face,Lady Gaga,71,237200,0.139,0.846,0.815,2.19E-06,4,0.131,-4.512,1,0.0761,118.999,4,0.831
Yeah!,Usher,79,250373,0.0183,0.894,0.791,0,2,0.0388,-4.699,1,0.112,105.018,4,0.583
Thnks fr th Mmrs,Fall Out Boy,76,203506,0.00539,0.459,0.884,0,10,0.107,-5.005,0,0.0644,154.868,4,0.615
Promiscuous,Nelly Furtado,67,242373,0.0536,0.807,0.97,6.60E-05,10,0.149,-6.056,0,0.0477,114.297,4,0.876
Bye Bye Bye,*NSYNC,73,200400,0.031,0.61,0.926,0.0012,8,0.0821,-4.843,0,0.0479,172.638,4,0.861
Heartless,Kanye West,76,211000,0.0401,0.789,0.65,0,10,0.249,-6.16,0,0.121,87.983,4,0.617
Low (feat T-Pain),Flo Rida,78,231400,0.0928,0.918,0.609,0,10,0.139,-5.64,0,0.0791,128.008,4,0.304
Fireflies,Owl City,80,228346,0.0294,0.591,0.649,0,3,0.133,-6.72,1,0.0417,90.002,4,0.489
Disturbia,Rihanna,73,238626,0.0863,0.707,0.813,0,11,0.168,-4.515,0,0.0571,124.921,4,0.722
In Da Club,50 Cent,74,193466,0.283,0.865,0.73,0,6,0.0753,-2.813,0,0.373,90.096,4,0.808
So What,P!nk,65,215160,0.000304,0.535,0.886,2.26E-06,11,0.257,-3.106,1,0.045,126.012,4,0.445
Single Ladies (Put a Ring on It),Beyoncé,72,193213,0.0383,0.426,0.584,0,1,0.188,-5.293,1,0.296,193.437,4,0.272
Boom Boom Pow,The Black Eyed Peas,63,251440,0.15,0.869,0.851,0.000873,9,0.136,-6.201,1,0.0827,130.09,4,0.395
SexyBack,Justin Timberlake,77,242733,0.0584,0.967,0.583,0,7,0.0519,-5.562,0,0.0789,117,4,0.964
Toxic,Britney Spears,79,198800,0.0249,0.774,0.838,0.025,5,0.242,-3.914,0,0.114,143.04,4,0.924
1985,Bowling For Soup,70,193000,0.000242,0.606,0.887,0,4,0.337,-4.404,1,0.0598,119.974,4,0.903
Bad Romance,Lady Gaga,70,294573,0.00305,0.697,0.921,3.65E-05,0,0.0831,-3.75,1,0.0391,118.99,4,0.721
The Sweet Escape,Gwen Stefani,67,246466,0.218,0.755,0.765,0,1,0.162,-3.475,1,0.0356,119.954,4,0.737
Leavin',Jesse McCartney,65,216880,0.0352,0.693,0.709,3.40E-06,9,0.0688,-5.787,1,0.0608,79.237,4,0.889
Don't Cha,The Pussycat Dolls,69,272080,0.00603,0.879,0.643,1.42E-06,1,0.0992,-3.709,1,0.0888,120.012,4,0.582
Beautiful Girls,Sean Kingston,77,225373,0.15,0.762,0.661,0,1,0.256,-6.075,0,0.0687,130.009,4,0.769
Hey Ya! - Radio Mix / Club Mix,OutKast,76,235213,0.103,0.728,0.974,0.000532,4,0.175,-2.261,0,0.0665,79.526,4,0.965
Sk8er Boi,Avril Lavigne,74,204000,6.79E-05,0.487,0.9,0,0,0.358,-4.417,1,0.0482,149.937,4,0.484
I Gotta Feeling,The Black Eyed Peas,70,289133,0.0823,0.741,0.748,0,0,0.34,-6.299,1,0.0264,127.965,4,0.6
Smack That,Akon,73,212360,0.292,0.937,0.738,0,5,0.106,-5.301,0,0.0478,118.994,4,0.911
HUMBLE.,Kendrick Lamar,13,177604,0.000339,0.905,0.596,2.05E-05,1,0.0897,-7.496,0,0.118,149.996,4,0.422
Draco,Future,4,225134,0.000668,0.804,0.456,0,8,0.31,-7.44,1,0.0468,130.014,4,0.165
Shining,DJ Khaled,8,284000,0.053,0.768,0.807,2.99E-06,2,0.214,-5.508,0,0.106,112.001,4,0.575
Bad and Boujee (feat. Lil Uzi Vert),Migos,79,343150,0.061,0.927,0.665,0,11,0.123,-5.313,1,0.244,127.076,4,0.175
Deja Vu,J. Cole,74,264746,0.361,0.653,0.409,0.00012,9,0.189,-11.446,1,0.421,174.324,4,0.187
Six Feet Under,The Weeknd,71,237573,0.129,0.772,0.504,0,6,0.125,-8.219,0,0.0761,140.035,4,0.244
No Frauds,Nicki Minaj,27,272453,0.0788,0.865,0.553,3.17E-06,1,0.514,-7.012,1,0.276,139.023,4,0.443
Nobody's Better (feat. Fetty Wap),Z,64,209590,0.0134,0.357,0.661,0,0,0.166,-7.259,0,0.106,101.038,4,0.541
Contract (feat. Iamsu),GTA,53,187722,0.00357,0.512,0.789,0,10,0.261,-7.617,0,0.388,98.006,4,0.687
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,96,179404,0.088,0.931,0.387,0,1,0.136,-9.127,1,0.412,125.978,4,0.376
Black Beatles,Rae Sremmurd,16,291893,0.153,0.793,0.645,0,0,0.14,-6.234,1,0.064,145.945,4,0.336
Rockin’,The Weeknd,70,232880,0.0132,0.737,0.885,0,9,0.0821,-5.547,0,0.206,112.877,4,0.752
T-Shirt,Migos,77,242407,0.242,0.865,0.687,0,10,0.158,-3.744,0,0.217,139.023,4,0.486
Fake Love,Drake,4,207813,0.182,0.924,0.543,0,9,0.103,-7.474,0,0.298,133.907,4,0.736
The Mack,Nevada,72,167038,0.0626,0.711,0.882,0,0,0.226,-4.276,1,0.0576,106.017,4,0.56
The Half,DJ Snake,63,217373,0.0113,0.705,0.705,0,11,0.643,-3.393,1,0.12,170.031,4,0.445
Now and Later,Sage The Gemini,67,193181,0.273,0.781,0.57,0,11,0.196,-5.874,0,0.188,107.059,4,0.858
Bounce Back,Big Sean,9,222400,0.1,0.788,0.516,0,1,0.129,-6.807,0,0.219,81.497,4,0.235
Don't Hurt Me,Mustard,21,192995,0.107,0.643,0.465,0,8,0.0857,-10.562,1,0.461,126.79,5,0.505
I'm Juiced,Adam Vida,42,216293,0.35,0.774,0.851,0,3,0.0957,-3.634,0,0.228,90.119,4,0.694
Sneakin’,Drake,45,251333,0.00479,0.804,0.56,0,8,0.164,-6.682,1,0.185,85.023,4,0.272
Party Monster,The Weeknd,75,249213,0.188,0.572,0.631,2.31E-05,1,0.259,-8.389,1,0.104,77.519,4,0.219
All Eyez feat. Jeremih,The Game,1,215297,0.0571,0.419,0.655,0,0,0.0962,-6.679,1,0.247,76.835,3,0.353
"All of Me (feat. Logic, ROZES)",Big Gigantic,63,228169,0.00189,0.628,0.877,0,10,0.228,-3.016,0,0.041,142.034,4,0.199
Love On The Brain - Don Diablo Remix,Rihanna,52,208253,0.051,0.7,0.938,0.0521,2,0.0912,-1.935,1,0.0726,159.98,4,0.316
Starboy - Kygo Remix,The Weeknd,65,244720,0.211,0.751,0.621,1.19E-06,9,0.165,-7.187,0,0.0801,93.02,4,0.419
Caroline,Aminé,2,209736,0.278,0.938,0.382,0,10,0.126,-8.548,1,0.482,120.045,4,0.66
Company,Tinashe,47,265144,0.63,0.903,0.378,0,1,0.101,-7.05,0,0.0761,119.994,4,0.867
Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,11,177094,0.153,0.779,0.671,1.12E-05,9,0.115,-5.829,1,0.0814,104.953,4,0.718
We Can (feat. Tory Lanez),Kranium,63,194586,0.42,0.552,0.618,0,5,0.109,-6.757,0,0.32,132.765,5,0.399
Make You Feel Good,Fetty Wap,53,141173,0.602,0.658,0.626,2.46E-06,3,0.682,-6.069,0,0.328,158.147,4,0.738
Surfin',Kid Cudi,60,238386,0.111,0.811,0.691,0.00483,2,0.181,-7.88,1,0.0452,130.007,4,0.84
I Feel It Coming,The Weeknd,82,269186,0.426,0.773,0.819,0,0,0.0679,-5.946,0,0.118,92.99,4,0.585
CRZY,Kehlani,48,191719,0.209,0.824,0.711,4.14E-05,6,0.144,-7.279,1,0.222,130.027,4,0.683
Juju On That Beat (TZ Anthem),Zay Hilfigerrr,67,144244,0.00381,0.807,0.887,0,1,0.391,-3.892,1,0.275,160.517,4,0.78
Too Much Sauce,DJ Esco,70,223093,0.0496,0.96,0.547,0,6,0.216,-6.992,0,0.0786,121.01,4,0.186
Burn Break Crash,Aanysa,53,225352,0.0691,0.782,0.742,1.82E-06,8,0.211,-2.25,1,0.107,122.031,4,0.398
Used to This,Future,65,180520,0.0312,0.618,0.727,0,3,0.196,-7.224,0,0.208,164.992,4,0.401
Trust Nobody,Cashmere Cat,5,218986,0.464,0.597,0.65,0,10,0.121,-7.213,1,0.158,78.52,5,0.732
Just Say,KDA,5,232089,0.0648,0.72,0.734,0.101,9,0.0591,-6.492,0,0.0427,126.99,4,0.794
24K Magic,Bruno Mars,72,225983,0.034,0.818,0.803,0,1,0.153,-4.282,1,0.0797,106.97,4,0.632
Campaign (feat. Future),Ty Dolla $ign,58,237654,0.0023,0.865,0.718,7.62E-05,8,0.264,-3.882,1,0.204,153.548,4,0.476
Cold Hard Love,Tory Lanez,5,358253,0.268,0.503,0.64,0.00048,5,0.131,-9.254,0,0.0965,89.964,4,0.154
Devastated,Joey Bada$$,8,208397,0.12,0.837,0.481,0,10,0.309,-8.522,0,0.0801,122.98,4,0.578
Gone,Afrojack,56,194594,0.193,0.687,0.774,1.28E-06,5,0.102,-3.851,1,0.0448,148.05,4,0.763
Bailar,Deorro,66,160304,0.0249,0.75,0.891,6.48E-06,9,0.0569,-3.738,1,0.227,128.065,4,0.553
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,77,304606,0.156,0.652,0.795,0,11,0.123,-5.192,0,0.174,135.018,4,0.788
Not Nice,PARTYNEXTDOOR,68,202661,0.0253,0.598,0.496,0.00132,0,0.12,-9.309,1,0.0804,128.06,4,0.725
Bang Boom,Lao Ra,33,180053,0.141,0.809,0.82,4.50E-05,0,0.148,-4.741,1,0.143,87.941,4,0.718
Want Her,Mustard,56,275560,0.074,0.83,0.615,0.000548,1,0.111,-6.221,1,0.0468,101.031,4,0.376
"Father, Father",Jay Prince,52,206769,0.0498,0.629,0.749,0.0104,1,0.494,-5.414,1,0.0674,130.016,4,0.69
Numb,Witt Lowry,58,240047,0.191,0.77,0.767,0,6,0.0873,-6.289,0,0.177,119.946,4,0.246
I Think Of You,Jeremih,18,217786,0.00887,0.733,0.511,0,2,0.123,-8.594,1,0.0674,99.914,4,0.38
Oxy (feat. Lil Wayne),Future,0,180080,0.00779,0.811,0.526,0.0642,8,0.13,-7.003,1,0.161,149.954,4,0.248
No Stylist,French Montana,91,192172,0.0215,0.765,0.704,0,5,0.227,-4.589,0,0.127,147.055,4,0.498
The Flute Song,Russ,76,147600,0.212,0.789,0.524,0,1,0.221,-7.942,0,0.273,138.064,4,0.343
Ric Flair Drip (& Metro Boomin),Offset,87,172800,0.149,0.88,0.428,5.07E-05,9,0.114,-8.28,1,0.206,100.007,4,0.333
Maple,Felly,60,162994,0.203,0.776,0.624,0,0,0.178,-5.478,1,0.199,77.534,4,0.57
SICKO MODE,Travis Scott,97,312820,0.00513,0.834,0.73,0,8,0.124,-3.714,1,0.222,155.008,4,0.446
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,76,176702,0.133,0.728,0.607,0,1,0.0864,-8.417,0,0.132,129.938,4,0.445
Hard Work Pays Off,Future,0,224506,0.327,0.736,0.482,0,4,0.229,-8.242,1,0.196,140.064,4,0.608
Praise The Lord (Da Shine),A$AP Rocky,91,205040,0.0609,0.85,0.569,0.0816,5,0.1,-8.152,0,0.136,80.02,4,0.294
Die In It,Kid Ink,39,160000,0.303,0.905,0.586,0.000101,10,0.135,-6.634,0,0.0806,89.999,4,0.292
Plain Jane,A$AP Ferg,83,173600,0.0651,0.797,0.844,0,11,0.087,-5.482,1,0.275,170.142,4,0.52
Dangerous,Russ,62,169013,0.085,0.709,0.682,5.84E-06,0,0.0979,-6.213,1,0.268,136.943,4,0.16
Nonstop,Drake,94,238614,0.0164,0.912,0.412,0.013,7,0.104,-8.074,1,0.124,154.983,4,0.422
BUTTERFLY EFFECT,Travis Scott,86,190557,0.0531,0.763,0.628,0,11,0.114,-5.85,1,0.05,140.958,4,0.193
Gift Shop (feat. Gunna),Usher,64,221453,0.0607,0.848,0.662,0,5,0.078,-6.596,0,0.0935,127.015,4,0.35
1942,G-Eazy,81,213080,0.0152,0.817,0.646,0,4,0.125,-5.12,0,0.249,162.898,4,0.835
Leave Me Alone,Flipp Dinero,69,195637,0.107,0.792,0.743,0,7,0.183,-2.806,1,0.0851,150.024,4,0.742
Bank Account,21 Savage,85,220306,0.0151,0.884,0.346,7.04E-06,8,0.0871,-8.228,0,0.351,75.016,4,0.376
"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,89,194732,0.0716,0.757,0.69,0,1,0.192,-5.327,0,0.282,132.064,4,0.914
Chill Bill,Rob $tone,81,177184,0.0312,0.886,0.427,0.00099,6,0.0906,-10.028,1,0.145,108.034,4,0.23
Fine China,Future,0,141586,0.0484,0.656,0.542,0,7,0.126,-7.358,1,0.323,166.111,4,0.551
Lucky You (feat. Joyner Lucas),Eminem,96,244679,0.0627,0.876,0.786,0,10,0.127,-4.884,0,0.306,153.068,4,0.575
Coastline,Preme,47,210986,0.0116,0.724,0.576,1.33E-05,10,0.12,-6.71,0,0.0483,105.414,4,0.0608
Wraith,Ro Ransom,46,177034,0.00127,0.654,0.584,0,6,0.0773,-7.411,0,0.0674,159.899,4,0.284
Mona Lisa (feat. Kendrick Lamar),Lil Wayne,92,324189,0.371,0.855,0.694,0,2,0.109,-4.393,1,0.169,122.078,4,0.49
Bad Company,A$AP Rocky,72,183809,0.0679,0.901,0.529,0,8,0.536,-7.94,1,0.413,144.941,4,0.343
Noticed,Lil Mosey,91,165000,0.462,0.699,0.558,0,11,0.116,-7.622,1,0.0603,79.992,4,0.493
Run Me Dry,Bryson Tiller,74,169266,0.393,0.646,0.756,3.23E-05,9,0.202,-9.017,0,0.487,193.881,4,0.596
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,88,237240,0.00552,0.745,0.346,0,1,0.0881,-7.709,1,0.331,203.911,4,0.112
PASS OUT (feat. 21 Savage),Quavo,85,224903,0.0403,0.917,0.786,0,11,0.195,-4.921,0,0.208,143.038,4,0.441
Missin You Crazy,Russ,81,226693,0.0991,0.716,0.729,0,5,0.0842,-6.313,1,0.117,131.975,4,0.276
KICK (feat. 6ix9ine),Jimilian,76,164004,0.0157,0.775,0.513,0,5,0.127,-7.653,0,0.0613,137.032,4,0.585
In My Feelings,Drake,70,217933,0.00623,0.735,0.482,0.0144,8,0.448,-9.445,1,0.139,181.995,4,0.315
Neighbor (feat. Travis Scott),Juicy J,79,162886,0.00908,0.921,0.748,0,1,0.0798,-5.093,1,0.13,139.979,4,0.801
Why Would I Wait (feat. G-Eazy),Yung Pinch,63,185706,0.0226,0.644,0.591,0,1,0.232,-5.16,1,0.0626,149.986,4,0.465
Run It Back (Freestyle),Kirk Knight,57,159913,0.0865,0.617,0.783,0,0,0.164,-5.519,0,0.275,147.023,4,0.158
Wake Up On You,Ro Ransom,39,219549,0.0551,0.796,0.722,0,8,0.0885,-4.131,0,0.0628,89.992,4,0.673
Catch Up (feat. Chief Keef),G Herbo,69,190720,0.0786,0.62,0.667,0,1,0.0654,-4.971,0,0.22,136.119,4,0.274
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,96,179404,0.088,0.931,0.387,0,1,0.136,-9.127,1,0.412,125.978,4,0.376
Jefe (feat. Meek Mill),T.I.,66,204053,0.0808,0.71,0.826,0,2,0.738,-5.197,1,0.295,127.947,4,0.735
Swervo,G Herbo,58,192054,0.0113,0.707,0.82,0,2,0.841,-5.953,1,0.231,140.071,4,0.566
OTW,Khalid,87,263013,0.183,0.652,0.678,3.26E-05,2,0.106,-6.183,1,0.0541,72.989,4,0.28
Get Dripped (feat. Playboi Carti),Lil Yachty,0,158769,0.0987,0.955,0.492,0,8,0.417,-8.444,1,0.395,130.062,4,0.904
Heavy Camp (feat. Travis Scott),Blac Youngsta,62,194590,0.0531,0.726,0.576,0,11,0.0713,-10.365,1,0.134,159.12,4,0.129
Drop,G-Eazy,75,210545,0.0066,0.858,0.65,2.07E-06,8,0.121,-4.919,1,0.241,147.031,4,0.653
New Patek,Lil Uzi Vert,90,343099,0.0367,0.85,0.785,0,8,0.155,-4.963,0,0.345,145.063,4,0.718
Got Friends,GoldLink,69,226963,0.104,0.691,0.75,0,10,0.123,-3.934,0,0.347,143.744,4,0.345
"Welcome to the Party (with Lil Pump, Juicy J, Famous Dex, & French Montana) - Remix",Diplo,65,182826,0.0829,0.693,0.893,0,2,0.0921,-0.257,1,0.15,171.971,4,0.515
Pretty Girl,Felly,54,190114,0.241,0.796,0.522,0,7,0.164,-4.977,0,0.0542,125.011,4,0.379
WORKIN ME,Quavo,86,169620,0.182,0.79,0.629,7.06E-06,8,0.338,-4.055,1,0.142,170.023,4,0.267
Look Alive (feat. Drake),BlocBoy JB,89,181263,0.00104,0.922,0.581,5.86E-05,10,0.105,-7.495,1,0.27,140.022,4,0.595
STARGAZING,Travis Scott,91,270714,0.00947,0.487,0.789,4.05E-06,8,0.189,-3.69,1,0.044,150.007,4,0.0564
Big Deal,Kid Ink,70,159880,0.00988,0.72,0.735,0,0,0.162,-3.188,1,0.055,160.093,4,0.243
NY BABY,Marlon Craft,41,212054,0.0762,0.854,0.447,6.28E-05,1,0.0959,-9.113,1,0.319,110.084,4,0.223
Frostbite (Remix) (feat. Offset & Rich The Kid),Preme,65,253866,0.204,0.958,0.705,2.02E-05,1,0.115,-4.916,1,0.167,124.997,4,0.516
Rewind,G-Eazy,72,200411,0.25,0.6,0.769,0,7,0.109,-6.089,0,0.264,178.081,4,0.491
The Amazing Mr. F**k Up,T.I.,65,228533,0.0459,0.603,0.796,0,6,0.362,-5.698,1,0.489,76.118,4,0.187
Falling Down,Lil Peep,97,196400,0.0175,0.669,0.574,0.00294,4,0.146,-6.442,0,0.0286,120.013,4,0.273
Pistol On My Side (P.O.M.S) (feat. Lil Wayne),Swizz Beatz,64,154962,0.536,0.525,0.949,0,9,0.214,-1.809,1,0.344,87.833,4,0.418
Creep On Me,GASHI,84,194777,0.347,0.449,0.597,1.03E-05,9,0.197,-4.401,0,0.14,134.598,5,0.505
Multi Millionaire (feat. Lil Uzi Vert),Lil Pump,81,170958,0.0263,0.854,0.817,0,1,0.169,-3.833,1,0.101,145.976,4,0.704
How Dat Sound (feat. 2 Chainz & Yo Gotti),Trey Songz,69,238657,0.158,0.767,0.625,0,5,0.16,-3.533,0,0.24,144.927,4,0.647
Wake Up in the Sky,Gucci Mane,92,204664,0.00381,0.8,0.578,0,4,0.359,-5.144,0,0.0485,143.01,4,0.367
ZEZE (feat. Travis Scott & Offset),Kodak Black,91,225199,0.071,0.826,0.615,0,8,0.0965,-7.979,0,0.219,98.056,4,0.543
Tints (feat. Kendrick Lamar),Anderson .Paak,82,269106,0.101,0.798,0.867,0,1,0.0634,-5.971,0,0.12,109.04,4,0.668
"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,89,194732,0.0716,0.757,0.69,0,1,0.192,-5.327,0,0.282,132.064,4,0.914
SICKO MODE,Travis Scott,97,312820,0.00513,0.834,0.73,0,8,0.124,-3.714,1,0.222,155.008,4,0.446
Up Now (feat. G-Eazy and Rich The Kid),Saweetie,72,198087,0.00294,0.956,0.544,0,1,0.104,-6.41,1,0.0822,104.011,4,0.127
New Patek,Lil Uzi Vert,90,343099,0.0367,0.85,0.785,0,8,0.155,-4.963,0,0.345,145.063,4,0.718
Falling Down,Lil Peep,97,196400,0.0175,0.669,0.574,0.00294,4,0.146,-6.442,0,0.0286,120.013,4,0.273
What I Know Now (feat. Wiz Khalifa),THEY.,67,180853,0.0812,0.615,0.698,1.17E-06,6,0.18,-3.212,1,0.0485,80.024,4,0.437
Backin' It Up (feat. Cardi B),Pardison Fontaine,78,190466,0.0886,0.796,0.68,0,10,0.268,-4.853,0,0.353,164.932,4,0.565
NEW ORLEANS,BROCKHAMPTON,76,243280,0.232,0.639,0.815,0,11,0.299,-4.962,0,0.252,159.903,4,0.4
No Stylist,French Montana,91,192172,0.0215,0.765,0.704,0,5,0.227,-4.589,0,0.127,147.055,4,0.498
Mona Lisa (feat. Kendrick Lamar),Lil Wayne,92,324189,0.371,0.855,0.694,0,2,0.109,-4.393,1,0.169,122.078,4,0.49
Drew Barrymore,Bryce Vine,87,190471,0.493,0.763,0.572,0.00118,11,0.106,-7.312,0,0.0595,151.93,4,0.25
Boo'd Up,Ella Mai,85,256063,0.0862,0.561,0.779,0,10,0.078,-5.107,0,0.0531,81.965,4,0.235
"If I'm Lyin, I'm Flyin",Kodak Black,83,130929,0.1,0.715,0.617,3.62E-06,11,0.186,-5.558,0,0.242,176.108,4,0.289
PASS OUT (feat. 21 Savage),Quavo,85,224903,0.0403,0.917,0.786,0,11,0.195,-4.921,0,0.208,143.038,4,0.441
All Thee Above (feat. Kevin Gates),Plies,41,212373,0.0136,0.732,0.543,0,1,0.0819,-6.018,1,0.124,146.047,4,0.572
Ned Flanders (feat. A$AP Ferg),MadeinTYO,83,161013,0.0254,0.936,0.495,0,1,0.087,-6.062,1,0.229,139.951,4,0.299
Ring (feat. Kehlani),Cardi B,82,177139,0.049,0.767,0.543,0,1,0.115,-7.881,0,0.103,106.029,4,0.485
Ladders,Mac Miller,83,287040,0.236,0.802,0.463,0.00531,8,0.105,-8.379,1,0.162,103.961,4,0.291
Me vs. Us,Tayla Parx,47,198948,0.145,0.741,0.555,0.000172,0,0.183,-8.087,1,0.044,119.971,4,0.447
Bacc To The Basics,Quando Rondo,63,209881,0.413,0.835,0.747,0,8,0.226,-5.253,0,0.122,101.022,4,0.672
Yoppa (with BlocBoy JB),Lil Mosey,73,163404,0.125,0.814,0.495,0,9,0.11,-7.405,0,0.0772,140.885,4,0.347
Fall,Eminem,90,262493,0.227,0.83,0.546,0,1,0.112,-5.716,1,0.295,182.973,4,0.535
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,96,179404,0.088,0.931,0.387,0,1,0.136,-9.127,1,0.412,125.978,4,0.376
New Hunnids (feat. Yung Bans & Gunna),Young Scooter,58,223064,0.0275,0.792,0.704,2.60E-05,2,0.116,-5.637,1,0.179,154.938,4,0.38
Bad Loves Company,Dem Atlas,41,233933,0.0136,0.655,0.706,0,4,0.506,-6.702,0,0.274,86.106,4,0.289
All Over You,Majid Jordan,70,215327,0.0579,0.797,0.5,0,0,0.122,-6.964,0,0.0354,106.957,4,0.492
Love Is Hell (feat. Trippie Redd),Phora,69,258745,0.0113,0.662,0.784,0,2,0.715,-7.164,1,0.052,98.729,5,0.107
Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,76,225483,0.299,0.874,0.492,0,9,0.0983,-7.399,0,0.0604,127.067,4,0.587
Self Care,Mac Miller,87,345133,0.367,0.52,0.538,0.00187,1,0.119,-8.109,1,0.206,141.894,4,0.177
STARGAZING,Travis Scott,91,270714,0.00947,0.487,0.789,4.05E-06,8,0.189,-3.69,1,0.044,150.007,4,0.0564
I Am Who They Say I Am (feat. Kevin Gates and Quando Rondo),YoungBoy Never Broke Again,76,200170,0.21,0.722,0.88,0,4,0.324,-3.989,0,0.24,92.024,4,0.79
Yeah Yeah (feat. 50 Cent and Murda Beatz),Don Q,51,180104,0.473,0.754,0.635,0,7,0.102,-6.792,0,0.376,192.961,4,0.864
Let It Fly (feat. Travis Scott),Lil Wayne,88,186872,0.0414,0.902,0.819,0,1,0.106,-3.321,1,0.317,89,4,0.746
Anybody (feat. Nicki Minaj),Young Thug,49,254946,0.0407,0.899,0.467,2.80E-06,11,0.132,-8.608,0,0.175,120.038,4,0.475
I Like That,Janelle Monáe,69,200338,0.0323,0.482,0.453,0.00243,0,0.149,-8.864,1,0.059,134.799,4,0.17
Beat The Odds (feat. YFN Lucci),Derez De’Shon,63,178760,0.417,0.812,0.577,0,8,0.109,-6.133,0,0.366,150.043,4,0.469
What Have You Done,KWAYE,51,212320,0.224,0.716,0.617,0,9,0.109,-8.126,0,0.0938,112.006,4,0.702
Before You Get a Boyfriend.,Phony Ppl,57,253028,0.372,0.537,0.756,8.87E-05,4,0.0917,-6.524,0,0.321,81.449,4,0.714
"Bands (feat. Ohgeesy, Fenix Flexin & Master Kato)",Shoreline Mafia,75,174335,0.371,0.9,0.385,0,1,0.142,-12.189,0,0.435,99.964,4,0.488
Adding Up,Kevin Gates,70,206001,0.349,0.832,0.838,0,9,0.27,-2.713,1,0.313,134.966,4,0.528
High (feat. Elton John),Young Thug,81,195160,0.223,0.759,0.498,5.84E-05,10,0.406,-10.615,1,0.0776,126.972,4,0.244
